Order ID,Order Date,Customer ID,Product ID,Quantity
UDH-24280-432,5/16/2021,44865-58249-RY,L-L-1,4
IDQ-20193-502,5/6/2019,36021-61205-DF,L-M-0.2,2
DJG-14442-608,2/6/2019,75716-12782-SS,R-D-1,3
DWB-61381-370,4/9/2021,11812-00461-KH,L-L-0.2,2
FRD-17347-990,5/20/2020,46681-78850-ZW,A-D-1,4
YPP-27450-525,12/2/2020,01932-87052-KO,E-M-0.5,3
EFC-39577-424,8/8/2021,16046-34805-ZF,E-M-1,5
LAW-80062-016,2/3/2022,34546-70516-LR,E-M-0.5,6
WKL-27981-758,4/8/2022,73699-93557-FZ,A-M-2.5,2
VRT-39834-265,1/7/2021,86686-37462-CK,L-L-1,3
QTC-71005-730,9/2/2021,14298-02150-KH,A-L-0.2,4
TNX-09857-717,11/4/2021,48675-07824-HJ,L-M-1,6
JZV-43874-185,8/2/2021,18551-80943-YQ,A-M-1,5
ICF-17486-106,1/27/2020,19196-09748-DB,L-L-2.5,1
BMK-49520-383,12/3/2019,72233-08665-IP,R-L-0.2,3
HTS-15020-632,8/6/2019,53817-13148-RK,R-M-0.2,3
YLE-18247-749,3/11/2020,92227-49331-QR,A-L-0.5,3
KJJ-12573-591,9/18/2021,12997-41076-FQ,A-L-2.5,1
RGU-43561-950,11/7/2020,44220-00348-MB,A-L-2.5,5
JSN-73975-443,6/27/2022,93047-98331-DD,L-M-0.5,1
WNR-71736-993,2/5/2020,16880-78077-FB,L-D-0.5,4
WNR-71736-993,2/5/2020,16880-78077-FB,A-D-2.5,6
HNI-91338-546,2/7/2020,67285-75317-XI,A-D-0.5,5
CYH-53243-218,12/18/2020,88167-57964-PH,R-M-0.5,3
SVD-75407-177,8/23/2021,16106-36039-QS,E-L-0.5,3
NVN-66443-451,8/20/2021,98921-82417-GN,R-D-1,2
JUA-13580-095,4/1/2019,55265-75151-AK,R-L-0.2,4
ACY-56225-839,1/28/2021,47386-50743-FG,A-M-2.5,3
QBB-07903-622,10/21/2019,32622-54551-UC,R-L-1,5
JLJ-81802-619,6/20/2021,16880-78077-FB,A-L-1,6
HFT-77191-168,11/4/2021,48419-02347-XP,R-D-0.2,2
SZR-35951-530,4/5/2021,14121-20527-OJ,E-D-2.5,3
IKL-95976-565,12/9/2019,53486-73919-BQ,A-M-1,2
XEY-48929-474,1/2/2022,21889-94615-WT,L-M-2.5,6
SQT-07286-736,12/8/2019,87726-16941-QW,A-M-1,6
QDU-45390-361,11/28/2021,03677-09134-BC,E-M-0.5,1
RUJ-30649-712,3/11/2022,93224-71517-WV,L-L-0.2,2
WSV-49732-075,1/17/2021,76263-95145-GJ,L-D-2.5,1
VJF-46305-323,1/18/2019,68555-89840-GZ,L-D-0.5,2
CXD-74176-600,4/7/2019,70624-19112-AO,E-L-0.5,4
ADX-50674-975,2/3/2021,58916-61837-QH,A-M-2.5,4
RRP-51647-420,4/18/2019,89292-52335-YZ,E-D-1,3
PKJ-99134-523,7/7/2021,77284-34297-YY,R-L-0.5,5
FZQ-29439-457,2/23/2021,50449-80974-BZ,E-L-0.2,5
USN-68115-161,8/10/2021,08120-16183-AW,E-M-0.2,6
IXU-20263-532,11/15/2019,68044-89277-ML,L-M-2.5,2
CBT-15092-420,12/17/2019,71364-35210-HS,L-M-0.5,1
PKQ-46841-696,3/18/2020,37177-68797-ON,R-M-0.5,3
XDU-05471-219,6/6/2022,60308-06944-GS,R-L-0.5,1
NID-20149-329,5/20/2021,49888-39458-PF,R-D-0.2,2
SVU-27222-213,1/11/2021,60748-46813-DZ,L-L-0.2,5
RWI-84131-848,2/22/2019,16385-11286-NX,R-D-2.5,2
GUU-40666-525,11/24/2021,68555-89840-GZ,A-L-0.2,3
SCN-51395-066,1/18/2022,72164-90254-EJ,L-L-0.5,4
ULA-24644-321,8/13/2021,67010-92988-CT,R-D-2.5,4
EOL-92666-762,1/11/2020,15776-91507-GT,L-L-0.2,2
AJV-18231-334,7/5/2020,23473-41001-CD,R-D-2.5,2
ZQI-47236-301,7/25/2019,23446-47798-ID,L-L-0.5,5
ZCR-15721-658,5/26/2022,28327-84469-ND,A-M-1,4
QEW-47945-682,1/10/2020,42466-87067-DT,L-L-0.2,5
PSY-45485-542,5/17/2019,62246-99443-HF,R-D-0.5,3
BAQ-74241-156,7/24/2020,99869-55718-UU,R-D-0.2,4
BVU-77367-451,10/20/2020,77421-46059-RY,A-D-1,5
TJE-91516-344,9/22/2019,49894-06550-OQ,E-M-1,2
LIS-96202-702,6/7/2020,72028-63343-SU,L-D-2.5,4
VIO-27668-766,12/15/2019,10074-20104-NN,R-D-2.5,1
ZVG-20473-043,12/6/2020,71769-10219-IM,A-D-0.2,3
KGZ-56395-231,12/6/2021,22221-71106-JD,A-D-0.5,1
CUU-92244-729,7/11/2020,99735-44927-OL,E-M-1,3
EHE-94714-312,6/28/2021,27132-68907-RC,E-L-0.2,5
RTL-16205-161,4/5/2022,90440-62727-HI,A-M-0.5,1
GTS-22482-014,3/24/2022,36769-16558-SX,L-M-2.5,4
DYG-25473-881,2/8/2020,10138-31681-SD,A-D-0.2,2
HTR-21838-286,2/11/2022,24669-76297-SF,A-L-1,2
KYG-28296-920,7/2/2020,78050-20355-DI,E-M-2.5,1
NNB-20459-430,7/25/2022,79825-17822-UH,L-M-0.2,2
FEK-14025-351,3/19/2021,03990-21586-MQ,E-L-0.2,6
AWH-16980-469,5/11/2020,27493-46921-TZ,L-M-0.2,6
ZPW-31329-741,6/8/2019,27132-68907-RC,R-D-1,6
ZPW-31329-741,6/8/2019,27132-68907-RC,E-M-2.5,4
ZPW-31329-741,6/8/2019,27132-68907-RC,E-M-0.2,1
UBI-83843-396,10/9/2019,58816-74064-TF,R-L-1,2
VID-40587-569,2/20/2021,09818-59895-EH,E-D-2.5,5
KBB-52530-416,11/21/2019,06488-46303-IZ,L-D-2.5,2
ISJ-48676-420,10/10/2021,93046-67561-AY,L-L-0.5,6
MIF-17920-768,8/5/2021,68946-40750-LK,R-L-0.2,6
CPX-19312-088,7/31/2020,38387-64959-WW,L-M-0.5,6
RXI-67978-260,9/19/2020,48418-60841-CC,E-D-1,6
LKE-14821-285,5/3/2020,13736-92418-JS,R-M-0.2,5
LRK-97117-150,7/8/2019,33000-22405-LO,L-L-1,6
IGK-51227-573,10/26/2019,46959-60474-LT,L-D-0.5,2
ZAY-43009-775,9/27/2020,73431-39823-UP,L-D-0.2,6
EMA-63190-618,2/28/2022,90993-98984-JK,E-M-0.2,1
FBI-35855-418,9/16/2020,06552-04430-AG,R-M-0.5,6
TXB-80533-417,10/28/2020,54597-57004-QM,L-L-1,2
MBM-00112-248,9/2/2019,50238-24377-ZS,L-L-1,5
EUO-69145-988,8/30/2021,60370-41934-IF,E-D-0.2,3
GYA-80327-368,6/4/2021,06899-54551-EH,A-D-1,4
TNW-41601-420,11/24/2020,66458-91190-YC,R-M-1,5
ALR-62963-723,6/21/2020,80463-43913-WZ,R-D-0.2,3
JIG-27636-870,7/13/2020,67204-04870-LG,R-L-1,4
CTE-31437-326,1/2/2019,22721-63196-UJ,R-M-0.2,4
CTE-31437-326,1/2/2019,22721-63196-UJ,E-M-0.2,4
CTE-31437-326,1/2/2019,22721-63196-UJ,L-D-1,4
CTE-31437-326,1/2/2019,22721-63196-UJ,L-L-0.2,3
SLD-63003-334,2/17/2022,55515-37571-RS,L-M-0.2,6
BXN-64230-789,12/19/2020,25598-77476-CB,A-L-1,2
XEE-37895-169,2/20/2019,14888-85625-TM,A-L-2.5,3
ZTX-80764-911,1/14/2021,92793-68332-NR,L-D-0.5,6
WVT-88135-549,11/16/2019,66458-91190-YC,A-D-1,3
IPA-94170-889,12/4/2019,64439-27325-LG,R-L-0.2,3
YQL-63755-365,7/31/2020,78570-76770-LB,A-M-0.2,4
RKW-81145-984,3/11/2019,98661-69719-VI,L-L-1,3
MBT-23379-866,5/10/2022,82990-92703-IX,L-L-1,5
GEJ-39834-935,12/25/2021,49412-86877-VY,L-M-0.2,6
KRW-91640-596,4/22/2022,70879-00984-FJ,R-L-0.5,3
AOT-70449-651,6/11/2022,53414-73391-CR,R-D-2.5,5
DGC-21813-731,4/27/2022,43606-83072-OA,L-D-0.2,2
JBE-92943-643,12/29/2020,84466-22864-CE,E-D-2.5,5
ZIL-34948-499,7/14/2020,66458-91190-YC,A-D-0.5,2
JSU-23781-256,9/7/2021,76499-89100-JQ,L-D-0.2,1
JSU-23781-256,9/7/2021,76499-89100-JQ,R-M-1,4
VPX-44956-367,6/9/2019,39582-35773-ZJ,R-M-0.5,5
VTB-46451-959,10/25/2020,66240-46962-IO,L-D-2.5,1
DNZ-11665-950,2/28/2021,10637-45522-ID,L-L-2.5,2
ITR-54735-364,7/26/2020,92599-58687-CS,R-D-0.2,5
YDS-02797-307,6/5/2022,06058-48844-PI,E-M-2.5,4
BPG-68988-842,2/21/2019,53631-24432-SY,E-M-0.5,5
XZG-51938-658,4/5/2020,18275-73980-KL,E-L-0.5,6
KAR-24978-271,1/10/2019,23187-65750-HZ,R-M-1,6
FQK-28730-361,4/12/2022,22725-79522-GP,R-M-1,6
BGB-67996-089,1/30/2022,06279-72603-JE,R-D-1,5
XMC-20620-809,5/14/2021,83543-79246-ON,E-M-0.5,2
ZSO-58292-191,6/12/2022,66794-66795-VW,R-D-0.5,4
LWJ-06793-303,1/2/2022,95424-67020-AP,R-M-2.5,2
FLM-82229-989,1/24/2022,73017-69644-MS,L-L-0.2,2
CPV-90280-133,3/20/2019,66458-91190-YC,R-D-0.2,3
OGW-60685-912,11/21/2020,67423-10113-LM,E-D-2.5,4
DEC-11160-362,10/13/2021,48582-05061-RY,R-D-0.2,4
WCT-07869-499,10/19/2021,32031-49093-KE,R-D-0.5,5
FHD-89872-325,4/29/2019,31715-98714-OO,L-L-1,4
AZF-45991-584,10/12/2019,73759-17258-KA,A-D-2.5,1
MDG-14481-513,5/19/2021,64897-79178-MH,A-M-2.5,4
OFN-49424-848,7/3/2021,73346-85564-JB,R-L-2.5,2
NFA-03411-746,2/8/2020,07476-13102-NJ,A-L-0.5,2
CYM-74988-450,10/16/2020,87223-37422-SK,L-D-0.2,4
WTV-24996-658,10/23/2020,57837-15577-YK,E-D-2.5,3
DSL-69915-544,3/10/2021,10142-55267-YO,R-L-0.2,3
NBT-35757-542,7/7/2021,73647-66148-VM,E-L-0.2,3
OYU-25085-528,2/5/2021,10142-55267-YO,E-L-0.2,4
XCG-07109-195,12/11/2020,92976-19453-DT,L-D-0.2,6
YZA-25234-630,5/13/2022,89757-51438-HX,E-D-0.2,2
OKU-29966-417,10/23/2019,76192-13390-HZ,E-L-0.2,4
MEX-29350-659,9/11/2020,02009-87294-SY,E-M-1,5
NOY-99738-977,9/29/2019,82872-34456-LJ,R-L-2.5,2
TCR-01064-030,3/3/2021,13181-04387-LI,E-M-1,6
YUL-42750-776,11/23/2021,24845-36117-TI,L-M-0.2,2
XQJ-86887-506,11/6/2021,66458-91190-YC,E-L-1,4
CUN-90044-279,1/29/2021,86646-65810-TD,L-D-0.2,4
ICC-73030-502,4/16/2022,59480-02795-IU,A-L-1,3
ADP-04506-084,7/24/2021,61809-87758-LJ,E-M-2.5,6
PNU-22150-408,8/11/2019,77408-43873-RS,A-D-0.2,6
VSQ-07182-513,7/23/2019,18366-65239-WF,L-L-0.2,6
SPF-31673-217,6/9/2020,19485-98072-PS,E-M-1,6
NEX-63825-598,2/22/2020,72072-33025-SD,R-L-0.5,2
XPG-66112-335,7/19/2020,58118-22461-GC,R-D-2.5,4
NSQ-72210-345,9/20/2021,90940-63327-DJ,A-M-0.2,6
XRR-28376-277,5/2/2021,64481-42546-II,R-L-2.5,6
WHQ-25197-475,11/26/2021,27536-28463-NJ,L-L-0.2,4
HMB-30634-745,2/18/2020,19485-98072-PS,A-D-2.5,6
XTL-68000-371,4/7/2020,70140-82812-KD,A-M-0.5,4
YES-51109-625,1/31/2022,91895-55605-LS,E-L-0.5,4
EAY-89850-211,2/19/2019,43155-71724-XP,A-D-0.2,2
IOQ-84840-827,11/12/2019,32038-81174-JF,A-M-1,6
FBD-56220-430,5/16/2022,59205-20324-NB,R-L-0.2,6
COV-52659-202,2/12/2021,99899-54612-NX,L-M-2.5,2
YUO-76652-814,4/4/2021,26248-84194-FI,A-D-0.2,6
PBT-36926-102,8/2/2021,19485-98072-PS,L-M-1,4
BLV-60087-454,6/8/2022,84493-71314-WX,E-L-0.2,3
BLV-60087-454,6/8/2022,84493-71314-WX,A-M-0.5,5
QYC-63914-195,5/14/2020,39789-43945-IV,E-L-1,3
OIB-77163-890,12/25/2020,38972-89678-ZM,E-L-0.5,5
SGS-87525-238,7/5/2021,91465-84526-IJ,E-D-1,5
GQR-12490-152,3/14/2019,22832-98538-RB,R-L-0.2,1
UOJ-28238-299,3/7/2021,30844-91890-ZA,R-L-0.2,6
ETD-58130-674,11/5/2021,05325-97750-WP,E-M-0.5,2
UPF-60123-025,2/6/2020,88992-49081-AT,R-L-2.5,3
NQS-01613-687,3/12/2021,10204-31464-SA,L-D-0.5,1
MGH-36050-573,8/3/2020,75156-80911-YT,R-M-0.5,2
UVF-59322-459,7/25/2019,53971-49906-PZ,E-L-2.5,6
VET-41158-896,4/29/2020,10728-17633-ST,E-M-2.5,2
XYL-52196-459,5/2/2019,13549-65017-VE,R-D-0.2,3
BPZ-51283-916,8/29/2021,87688-42420-TO,A-M-2.5,2
VQW-91903-926,3/13/2020,05325-97750-WP,E-D-2.5,1
OLF-77983-457,2/16/2019,51901-35210-UI,A-L-2.5,2
MVI-04946-827,11/27/2021,62483-50867-OM,E-L-1,1
UOG-94188-104,11/23/2021,92753-50029-SD,A-M-0.5,5
DSN-15872-519,12/2/2021,53809-98498-SN,L-L-2.5,4
OUQ-73954-002,1/6/2019,66308-13503-KD,R-M-0.2,4
LGL-16843-667,5/5/2021,82458-87830-JE,A-D-0.2,4
TCC-89722-031,10/23/2021,41611-34336-WT,L-D-0.5,1
TRA-79507-007,12/16/2019,70089-27418-UJ,R-L-2.5,4
MZJ-77284-941,5/18/2019,99978-56910-BN,E-L-0.2,5
AXN-57779-891,7/14/2019,09668-23340-IC,R-M-0.2,3
PJB-15659-994,11/13/2020,39457-62611-YK,L-D-2.5,4
LTS-03470-353,7/16/2020,90985-89807-RW,A-L-2.5,5
UMM-28497-689,11/3/2020,05325-97750-WP,L-L-2.5,3
MJZ-93232-402,3/20/2022,17816-67941-ZS,E-D-0.2,1
UHW-74617-126,2/16/2022,90816-65619-LM,E-D-2.5,2
RIK-61730-794,11/12/2020,69761-61146-KD,L-M-0.2,6
IDJ-55379-750,10/5/2019,24040-20817-QB,R-M-1,4
OHX-11953-965,10/1/2019,19524-21432-XP,E-L-2.5,2
TVV-42245-088,3/6/2020,14398-43114-RV,A-M-0.2,4
DYP-74337-787,10/23/2019,41486-52502-QQ,R-M-0.5,1
OKA-93124-100,4/23/2020,05325-97750-WP,R-M-0.5,5
IXW-20780-268,6/24/2020,20236-64364-QL,L-L-2.5,2
NGG-24006-937,3/16/2021,29102-40100-TZ,E-M-2.5,4
JZC-31180-557,4/7/2020,09171-42203-EB,L-M-2.5,1
ZMU-63715-204,9/30/2021,29060-75856-UI,E-D-1,6
GND-08192-056,5/1/2022,17088-16989-PL,L-D-0.5,2
RYY-38961-093,1/21/2021,14756-18321-CL,A-M-0.2,6
CVA-64996-969,6/24/2020,13324-78688-MI,A-L-1,6
XTH-67276-442,3/3/2019,73799-04749-BM,L-M-2.5,4
PVU-02950-470,1/28/2021,01927-46702-YT,E-D-1,1
XSN-26809-910,6/28/2020,80467-17137-TO,E-M-2.5,2
UDN-88321-005,7/5/2020,14640-87215-BK,R-L-0.5,5
EXP-21628-670,3/2/2019,94447-35885-HK,A-M-2.5,3
VGM-24161-361,5/1/2022,71034-49694-CS,E-M-2.5,2
PKN-19556-918,4/29/2022,00445-42781-KX,E-L-0.2,6
PKN-19556-918,4/29/2022,00445-42781-KX,L-D-0.5,4
PKN-19556-918,4/29/2022,00445-42781-KX,A-D-0.2,1
PKN-19556-918,4/29/2022,00445-42781-KX,R-D-2.5,5
DXQ-44537-297,8/6/2020,96116-24737-LV,E-L-0.5,4
BPC-54727-307,12/21/2019,18684-73088-YL,R-L-1,4
KSH-47717-456,4/19/2020,74671-55639-TU,L-M-1,3
ANK-59436-446,1/17/2022,17488-65879-XL,E-L-0.5,4
AYY-83051-752,1/22/2019,46431-09298-OU,L-L-1,6
CSW-59644-267,2/28/2020,60378-26473-FE,E-M-2.5,1
ITY-92466-909,8/7/2019,34927-68586-ZV,A-M-2.5,3
IGW-04801-466,5/15/2021,29051-27555-GD,L-D-0.2,1
LJN-34281-921,12/17/2021,52143-35672-JF,R-L-2.5,5
BWZ-46364-547,9/9/2021,64918-67725-MN,R-L-1,3
SBC-95710-706,2/19/2020,85634-61759-ND,E-M-0.2,2
WRN-55114-031,6/29/2020,40180-22940-QB,E-L-2.5,3
TZU-64255-831,5/13/2022,34666-76738-SQ,R-D-2.5,2
JVF-91003-729,10/2/2020,98536-88616-FF,A-D-2.5,3
MVB-22135-665,12/2/2021,55621-06130-SA,A-D-1,1
CKS-47815-571,11/2/2021,45666-86771-EH,L-L-0.5,3
OAW-17338-101,2/23/2020,52143-35672-JF,R-D-0.2,6
ALP-37623-536,7/3/2020,24689-69376-XX,L-L-1,6
WMU-87639-108,2/11/2019,71891-51101-VQ,R-D-0.5,1
USN-44968-231,9/10/2020,71749-05400-CN,R-L-1,4
YZG-20575-451,3/2/2020,64845-00270-NO,L-L-1,4
HTH-52867-812,6/28/2021,29851-36402-UX,A-M-2.5,4
FWU-44971-444,1/11/2019,12190-25421-WM,A-D-2.5,3
EQI-82205-066,9/20/2019,52316-30571-GD,R-M-2.5,2
NAR-00747-074,10/16/2021,23243-92649-RY,L-D-1,4
JYR-22052-185,1/1/2020,39528-19971-OR,A-M-0.5,2
XKO-54097-932,3/10/2022,32743-78448-KT,E-M-0.5,3
HXA-72415-025,5/12/2022,93417-12322-YB,A-D-2.5,2
MJF-20065-335,9/10/2020,56891-86662-UY,E-L-0.5,6
GFI-83300-059,10/16/2021,40414-26467-VE,A-M-0.2,6
WJR-51493-682,6/17/2021,87858-83734-RK,L-D-2.5,5
SHP-55648-472,3/30/2019,46818-20198-GB,A-M-1,6
HYR-03455-684,12/19/2021,29808-89098-XD,E-D-1,6
HYR-03455-684,12/19/2021,29808-89098-XD,L-D-0.2,2
HUG-52766-375,6/5/2020,78786-77449-RQ,A-D-2.5,4
DAH-46595-917,9/12/2021,27878-42224-QF,A-D-1,6
VEM-79839-466,3/16/2022,32743-78448-KT,R-L-2.5,5
OWH-11126-533,12/21/2021,25331-13794-SB,L-M-2.5,2
UMT-26130-151,5/21/2019,55864-37682-GQ,L-M-0.2,3
JKA-27899-806,10/26/2021,97005-25609-CQ,R-L-1,5
ULU-07744-724,3/26/2020,94058-95794-IJ,L-M-0.5,5
NOM-56457-507,10/14/2020,40214-03678-GU,E-M-1,6
NZN-71683-705,12/13/2021,04921-85445-SL,A-L-2.5,6
WMA-34232-850,3/8/2021,53386-94266-LJ,L-D-2.5,4
EZL-27919-704,1/21/2021,49480-85909-DG,L-L-0.5,5
ZYU-11345-774,1/10/2021,18293-78136-MN,L-M-0.5,5
CPW-34587-459,3/26/2021,84641-67384-TD,A-L-2.5,6
NQZ-82067-394,3/25/2022,72320-29738-EB,R-L-2.5,1
JBW-95055-851,7/22/2021,47355-97488-XS,A-M-1,5
AHY-20324-088,9/6/2020,63499-24884-PP,L-L-0.2,2
ZSL-66684-103,12/28/2019,39193-51770-FM,E-M-0.2,2
WNE-73911-475,4/20/2020,61323-91967-GG,L-D-0.5,6
EZB-68383-559,2/21/2019,90123-01967-KS,R-L-1,6
OVO-01283-090,3/17/2022,15958-25089-OS,L-L-2.5,2
TXH-78646-919,5/14/2021,98430-37820-UV,R-D-0.2,3
CYZ-37122-164,1/6/2019,21798-04171-XC,E-M-0.5,2
AGQ-06534-750,4/24/2019,52798-46508-HP,A-L-1,5
QVL-32245-818,5/30/2021,46478-42970-EM,A-M-0.5,5
LTD-96842-834,7/12/2022,00246-15080-LE,L-D-2.5,6
SEC-91807-425,1/31/2021,94091-86957-HX,A-M-1,2
MHM-44857-599,9/12/2019,26295-44907-DK,L-D-1,1
KGC-95046-911,6/30/2020,95351-96177-QV,A-M-2.5,2
RZC-75150-413,3/25/2020,92204-96636-BS,E-D-0.5,5
EYH-88288-452,4/14/2021,03010-30348-UA,L-L-2.5,5
NYQ-24237-772,8/16/2019,13441-34686-SW,L-D-0.5,4
WKB-21680-566,12/17/2021,96612-41722-VJ,A-M-0.5,3
THE-61147-027,12/31/2019,94091-86957-HX,L-D-1,2
PTY-86420-119,4/12/2021,25504-41681-WA,A-D-0.5,4
QHL-27188-431,9/28/2019,75443-07820-DZ,L-L-0.5,2
MIS-54381-047,6/15/2022,39276-95489-XV,A-D-0.5,5
TBB-29780-459,7/15/2019,61437-83623-PZ,A-L-0.5,1
QLC-52637-305,2/10/2019,34317-87258-HQ,L-D-2.5,4
CWT-27056-328,6/4/2022,18570-80998-ZS,E-D-0.2,6
ASS-05878-128,10/10/2020,66580-33745-OQ,E-L-0.5,2
EGK-03027-418,6/6/2021,19820-29285-FD,E-M-0.2,3
KCY-61732-849,3/16/2019,11349-55147-SN,L-D-1,2
BLI-21697-702,12/5/2019,21141-12455-VB,A-M-0.5,2
KFJ-46568-890,1/20/2019,71003-85639-HB,E-L-0.5,2
SOK-43535-680,4/4/2022,58443-95866-YO,E-M-0.5,3
XUE-87260-201,2/8/2022,89646-21249-OH,R-M-0.2,6
CZF-40873-691,6/30/2019,64988-20636-XQ,E-M-0.5,2
AIA-98989-755,5/9/2020,34704-83143-KS,R-M-0.2,1
ITZ-21793-986,6/11/2021,67388-17544-XX,E-D-0.2,4
YOK-93322-608,11/4/2021,69411-48470-ID,E-L-1,6
LXK-00634-611,2/20/2022,94091-86957-HX,R-L-1,3
CQW-37388-302,7/3/2019,97741-98924-KT,A-D-2.5,3
SPA-79365-334,6/1/2021,79857-78167-KO,L-D-1,3
VPX-08817-517,11/15/2020,46963-10322-ZA,L-L-1,5
PBP-87115-410,1/19/2021,93812-74772-MV,E-D-0.5,5
SFB-93752-440,10/10/2021,48203-23480-UB,R-M-0.2,3
TBU-65158-068,2/28/2022,60357-65386-RD,E-D-1,2
TEH-08414-216,10/1/2021,35099-13971-JI,E-M-2.5,2
MAY-77231-536,9/2/2020,01304-59807-OB,A-M-0.2,2
ATY-28980-884,7/31/2020,50705-17295-NK,A-L-0.2,6
SWP-88281-918,1/10/2022,77657-61366-FY,L-L-2.5,4
VCE-56531-986,3/9/2021,57192-13428-PL,R-M-0.5,5
FVV-75700-005,11/20/2020,24891-77957-LU,E-D-0.5,3
CFZ-53492-600,3/14/2022,64896-18468-BT,L-M-0.2,1
LDK-71031-121,1/10/2019,84761-40784-SV,L-L-2.5,1
EBA-82404-343,1/26/2021,20236-42322-CM,L-D-0.2,4
USA-42811-560,4/26/2021,49671-11547-WG,E-L-0.2,2
SNL-83703-516,1/4/2022,57976-33535-WK,L-M-2.5,3
SUZ-83036-175,8/20/2019,55915-19477-MK,R-D-0.2,5
RGM-01187-513,7/15/2022,28121-11641-UA,E-D-0.2,6
CZG-01299-952,2/12/2019,09540-70637-EV,L-D-1,2
KLD-88731-484,9/8/2021,17775-77072-PP,A-M-1,5
BQK-38412-229,12/13/2019,90392-73338-BC,R-L-0.2,3
TCX-76953-071,8/25/2021,94091-86957-HX,E-D-0.2,5
LIN-88046-551,3/23/2022,10725-45724-CO,R-L-0.5,4
PMV-54491-220,4/11/2019,87242-18006-IR,L-M-0.2,2
SKA-73676-005,10/29/2020,36572-91896-PP,L-M-1,4
TKH-62197-239,7/30/2020,25181-97933-UX,A-D-0.5,3
YXF-57218-272,3/15/2019,55374-03175-IA,R-M-0.2,6
PKJ-30083-501,12/27/2021,76948-43532-JS,E-D-0.5,2
WTT-91832-645,10/3/2019,24344-88599-PP,A-M-1,3
TRZ-94735-865,2/5/2019,54462-58311-YF,L-M-0.5,4
UDB-09651-780,8/31/2020,90767-92589-LV,E-D-0.5,2
EHJ-82097-549,1/13/2021,27517-43747-YD,R-D-0.2,2
ZFR-79447-696,3/22/2021,77828-66867-KH,R-M-0.5,1
NUU-03893-975,1/17/2020,41054-59693-XE,L-L-0.5,2
GVG-59542-307,7/2/2019,26314-66792-VP,E-M-1,2
YLY-35287-172,5/23/2022,69410-04668-MA,A-D-0.5,5
DCI-96254-548,6/14/2022,94091-86957-HX,A-D-0.2,6
KHZ-26264-253,7/20/2021,24972-55878-KX,L-L-0.2,6
AAQ-13644-699,6/3/2022,46296-42617-OQ,R-D-1,4
LWL-68108-794,5/26/2020,44494-89923-UW,A-D-0.5,3
JQT-14347-517,7/26/2019,11621-09964-ID,R-D-1,1
BMM-86471-923,10/22/2020,76319-80715-II,L-D-2.5,1
IXU-67272-326,12/24/2020,91654-79216-IC,E-L-0.5,5
ITE-28312-615,9/6/2019,56450-21890-HK,E-L-1,6
ZHQ-30471-635,4/8/2019,40600-58915-WZ,L-M-0.5,5
LTP-31133-134,1/26/2022,66527-94478-PB,A-L-0.5,3
ZVQ-26122-859,11/28/2019,77154-45038-IH,A-L-2.5,6
MIU-01481-194,7/21/2019,08439-55669-AI,R-M-1,6
MIU-01481-194,7/21/2019,08439-55669-AI,A-L-0.5,2
UEA-72681-629,3/12/2021,24972-55878-KX,A-L-2.5,3
CVE-15042-481,1/1/2022,24972-55878-KX,R-L-1,2
EJA-79176-833,3/22/2020,91509-62250-GN,R-M-2.5,6
AHQ-40440-522,9/18/2020,83833-46106-ZC,A-D-1,1
TID-21626-411,1/3/2019,19383-33606-PW,R-L-0.5,3
RSR-96390-187,9/29/2021,67052-76184-CB,E-M-1,6
BZE-96093-118,10/19/2021,43452-18035-DH,L-M-0.2,2
LOU-41819-242,7/14/2022,88060-50676-MV,R-M-1,2
FND-99527-640,7/19/2021,89574-96203-EP,E-L-0.5,2
ASG-27179-958,12/10/2021,12607-75113-UV,A-M-0.5,3
YKX-23510-272,3/17/2019,56991-05510-PR,A-L-2.5,2
FSA-98650-921,2/28/2020,01841-48191-NL,L-L-0.5,2
ZUR-55774-294,6/3/2020,33269-10023-CO,L-D-1,6
FUO-99821-974,2/22/2020,31245-81098-PJ,E-M-1,3
YVH-19865-819,11/9/2019,08946-56610-IH,L-L-2.5,4
NNF-47422-501,3/7/2020,20260-32948-EB,E-L-0.2,6
RJI-71409-490,4/26/2021,31613-41626-KX,L-M-0.5,5
UZL-46108-213,11/11/2021,75961-20170-RD,L-L-1,2
AOX-44467-109,6/15/2021,72524-06410-KD,A-D-2.5,1
TZD-67261-174,2/27/2020,01841-48191-NL,E-D-2.5,1
TBU-64277-625,4/19/2021,98918-34330-GY,E-M-1,6
TYP-85767-944,7/29/2022,51497-50894-WU,R-M-2.5,2
GTT-73214-334,1/20/2019,98636-90072-YE,A-L-1,6
WAI-89905-069,2/21/2022,47011-57815-HJ,A-L-0.5,3
OJL-96844-459,5/3/2020,61253-98356-VD,L-L-0.2,5
VGI-33205-360,3/21/2019,96762-10814-DA,L-M-0.5,6
PCA-14081-576,6/13/2019,63112-10870-LC,R-L-0.2,5
SCS-67069-962,6/5/2020,21403-49423-PD,A-L-2.5,5
BDM-03174-485,3/16/2019,29581-13303-VB,R-L-0.5,4
UJV-32333-364,12/3/2021,86110-83695-YS,L-L-0.5,1
FLI-11493-954,7/9/2022,80454-42225-FT,A-L-0.5,4
IWL-13117-537,4/29/2020,29129-60664-KO,R-D-0.2,3
OAM-76916-748,1/27/2022,63025-62939-AN,E-D-1,3
UMB-11223-710,2/13/2021,49012-12987-QT,R-D-0.2,6
